property_id,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type
519,Apartment,Private room,2,1,1,1,Real Bed
520,Apartment,Entire home/apt,4,1,2,3,Real Bed
521,House,Entire home/apt,5,1,2,3,Real Bed
522,House,Private room,2,1,1,1,Real Bed
523,Apartment,Private room,2,1,1,1,Real Bed
524,House,Entire home/apt,2,1,1,1,Real Bed
525,House,Entire home/apt,4,1,2,2,Real Bed
526,Townhouse,Entire home/apt,4,1.5,2,3,Real Bed
527,House,Entire home/apt,5,2,2,3,Real Bed
528,Apartment,Entire home/apt,7,1,3,1,Real Bed
529,House,Entire home/apt,4,1,2,2,Real Bed
530,House,Entire home/apt,12,3,6,6,Real Bed
531,House,Entire home/apt,7,2,3,5,Real Bed
532,Apartment,Entire home/apt,2,1,1,1,Real Bed
533,Apartment,Entire home/apt,2,1,0,1,Real Bed
534,House,Entire home/apt,4,1,3,3,Real Bed
535,House,Entire home/apt,6,1.5,3,3,Real Bed
536,House,Private room,2,1,1,1,Real Bed
537,House,Entire home/apt,2,1,1,1,Real Bed
538,House,Private room,2,1.5,1,1,Real Bed
539,House,Entire home/apt,8,2.5,3,5,Real Bed
540,House,Entire home/apt,5,1.5,2,2,Real Bed
541,House,Private room,2,1.5,1,1,Futon
542,House,Private room,4,1,1,2,Real Bed
543,House,Private room,2,1.5,1,1,Real Bed
544,Apartment,Entire home/apt,3,1,1,2,Real Bed
545,Apartment,Entire home/apt,2,1,0,1,Real Bed
546,House,Private room,2,1,1,2,Real Bed
547,House,Entire home/apt,6,1,3,3,Real Bed
548,Apartment,Entire home/apt,2,1,1,1,Real Bed
549,Apartment,Entire home/apt,4,1,2,2,Real Bed
550,House,Entire home/apt,6,1.5,3,3,Real Bed
551,House,Private room,2,1,1,1,Real Bed
552,Apartment,Entire home/apt,2,1,1,1,Real Bed
553,House,Entire home/apt,2,1.5,1,1,Real Bed
554,House,Private room,4,1,1,2,Real Bed
555,House,Entire home/apt,8,2,3,2,Real Bed
556,Apartment,Private room,2,1,1,1,Real Bed
557,Apartment,Entire home/apt,2,1,1,1,Real Bed
558,Apartment,Entire home/apt,1,1,1,1,Couch
559,Condominium,Entire home/apt,4,2,2,2,Real Bed
560,Apartment,Private room,1,1,1,1,Real Bed
561,Apartment,Entire home/apt,5,2,2,2,Real Bed
562,Boat,Private room,2,2,1,2,Real Bed
563,Apartment,Entire home/apt,6,2,2,3,Real Bed
564,House,Entire home/apt,4,1,1,2,Real Bed
565,Apartment,Entire home/apt,2,1,0,1,Real Bed
566,Boat,Entire home/apt,8,4,4,6,Real Bed
567,House,Entire home/apt,4,1,1,2,Real Bed
568,Boat,Entire home/apt,4,2,2,3,Real Bed
569,Apartment,Entire home/apt,2,1,1,1,Real Bed
570,Townhouse,Private room,3,1,1,1,Real Bed
571,Apartment,Entire home/apt,4,1,2,2,Real Bed
572,Apartment,Private room,2,1,1,1,Real Bed
573,Apartment,Entire home/apt,2,1,1,1,Real Bed
574,House,Private room,2,1,1,1,Real Bed
575,House,Entire home/apt,5,1,2,2,Real Bed
576,Townhouse,Entire home/apt,5,2,2,2,Real Bed
577,House,Entire home/apt,6,3.5,3,3,Real Bed
578,Townhouse,Private room,1,1,1,1,Real Bed
579,Apartment,Entire home/apt,2,1,1,1,Real Bed
580,House,Entire home/apt,2,1,0,1,Real Bed
581,Condominium,Entire home/apt,6,2,2,3,Real Bed
582,House,Entire home/apt,5,1,2,3,Real Bed
583,Townhouse,Private room,2,1,1,1,Real Bed
584,House,Private room,2,1,1,1,Real Bed
585,Townhouse,Private room,2,1,1,1,Real Bed
586,House,Private room,2,1,1,1,Real Bed
587,Apartment,Shared room,2,1,1,1,Futon
588,Townhouse,Entire home/apt,11,3.5,4,6,Real Bed
589,House,Private room,2,1,1,1,Real Bed
590,House,Private room,2,1,1,1,Real Bed
591,House,Private room,2,1,1,1,Pull-out Sofa
592,House,Private room,2,1,1,1,Real Bed
593,House,Entire home/apt,6,2,3,3,Real Bed
594,House,Private room,2,1,1,1,Real Bed
595,House,Private room,2,1,1,1,Real Bed
596,House,Private room,4,1,1,2,Real Bed
597,House,Entire home/apt,2,1,1,1,Pull-out Sofa
598,House,Entire home/apt,2,1,0,1,Real Bed
599,Apartment,Entire home/apt,6,1,2,4,Real Bed
600,House,Private room,2,1,1,1,Real Bed
601,House,Entire home/apt,4,1.5,1,2,Real Bed
602,House,Entire home/apt,15,3,5,9,Real Bed
603,House,Entire home/apt,6,2,2,2,Real Bed
604,House,Private room,2,1.5,1,1,Real Bed
605,Townhouse,Private room,2,2,1,1,Real Bed
606,House,Entire home/apt,3,1,1,2,Real Bed
607,House,Entire home/apt,4,1,2,2,Real Bed
608,House,Entire home/apt,4,1,2,2,Real Bed
609,Apartment,Entire home/apt,2,1,1,1,Real Bed
610,House,Entire home/apt,8,2,2,2,Real Bed
611,House,Private room,2,1,1,1,Real Bed
612,Townhouse,Entire home/apt,9,2.5,3,6,Real Bed
613,House,Entire home/apt,5,1,2,2,Real Bed
614,House,Entire home/apt,3,1,1,1,Real Bed
615,Condominium,Entire home/apt,4,1,1,2,Real Bed
616,House,Private room,2,1,1,1,Real Bed
617,Apartment,Entire home/apt,3,1,1,1,Real Bed
618,Townhouse,Entire home/apt,5,1.5,2,2,Real Bed
619,Apartment,Entire home/apt,2,1,1,1,Real Bed
620,House,Entire home/apt,2,1,1,1,Real Bed
621,Apartment,Entire home/apt,3,1,1,1,Real Bed
622,Apartment,Entire home/apt,6,1,2,3,Real Bed
623,House,Entire home/apt,5,2.5,3,3,Real Bed
624,House,Entire home/apt,6,1.5,3,4,Real Bed
625,House,Entire home/apt,4,1,1,2,Real Bed
626,Apartment,Private room,2,1,1,1,Real Bed
627,Townhouse,Entire home/apt,7,1.5,2,5,Real Bed
628,Apartment,Entire home/apt,4,1,2,2,Real Bed
629,Townhouse,Private room,2,1.5,1,1,Real Bed
630,House,Private room,2,1,1,1,Real Bed
631,House,Entire home/apt,6,3.5,3,3,Real Bed
632,Apartment,Entire home/apt,2,1,1,1,Real Bed
633,House,Entire home/apt,6,2.5,2,3,Real Bed
634,House,Entire home/apt,5,2,2,3,Real Bed
635,House,Private room,2,1,1,1,Real Bed
636,Apartment,Entire home/apt,4,1,1,2,Real Bed
637,Apartment,Entire home/apt,3,1,1,1,Real Bed
638,House,Private room,4,2.5,1,2,Real Bed
639,Apartment,Entire home/apt,2,1,1,1,Real Bed
640,House,Entire home/apt,4,2,2,2,Real Bed
641,Apartment,Private room,2,1,1,1,Real Bed
642,House,Entire home/apt,4,1,1,2,Real Bed
643,House,Private room,2,1,1,1,Real Bed
644,Cabin,Private room,1,1,1,1,Real Bed
645,House,Private room,2,1,1,1,Real Bed
646,Apartment,Private room,2,1,1,1,Real Bed
647,House,Private room,2,1,1,1,Real Bed
648,House,Private room,2,1,1,1,Real Bed
649,House,Private room,2,1,1,1,Pull-out Sofa
650,House,Private room,2,1,1,1,Real Bed
651,House,Entire home/apt,10,3.5,5,7,Real Bed
652,House,Entire home/apt,4,1.5,2,2,Real Bed
653,House,Entire home/apt,6,2,3,5,Real Bed
654,House,Entire home/apt,5,1,2,2,Real Bed
655,House,Entire home/apt,6,3.5,4,5,Real Bed
656,Apartment,Entire home/apt,2,1,0,1,Real Bed
657,House,Entire home/apt,6,1,2,2,Real Bed
658,Townhouse,Entire home/apt,7,1.5,0,2,Real Bed
659,House,Entire home/apt,8,3,4,5,Real Bed
660,House,Private room,3,1,1,2,Real Bed
661,Apartment,Entire home/apt,3,1,0,1,Real Bed
662,Apartment,Entire home/apt,4,1,2,2,Real Bed
663,House,Entire home/apt,5,1,2,3,Real Bed
664,Apartment,Entire home/apt,2,1,0,1,Real Bed
665,Loft,Entire home/apt,2,1,1,1,Real Bed
666,Apartment,Entire home/apt,4,1,2,2,Real Bed
667,Townhouse,Entire home/apt,4,1,1,2,Real Bed
668,House,Entire home/apt,5,1,2,2,Real Bed
669,Other,Entire home/apt,2,1,1,1,Real Bed
670,House,Private room,1,1.5,1,1,Real Bed
671,Apartment,Entire home/apt,2,1,1,1,Real Bed
672,Apartment,Entire home/apt,2,1,1,1,Real Bed
673,House,Private room,2,1.5,1,1,Real Bed
674,House,Entire home/apt,8,1,4,5,Real Bed
675,House,Entire home/apt,6,2.5,3,2,Real Bed
676,Apartment,Entire home/apt,2,1,1,1,Real Bed
677,House,Private room,1,1,1,1,Real Bed
678,House,Private room,4,1,1,1,Real Bed
679,Apartment,Entire home/apt,2,1,1,1,Real Bed
680,House,Entire home/apt,4,2,3,3,Real Bed
681,Apartment,Entire home/apt,4,1,1,2,Real Bed
682,House,Entire home/apt,8,3,4,5,Real Bed
683,House,Private room,4,1,1,2,Real Bed
684,Apartment,Entire home/apt,2,1,1,1,Futon
685,House,Entire home/apt,8,3,3,4,Real Bed
686,House,Entire home/apt,6,1,2,3,Real Bed
687,Apartment,Entire home/apt,2,1,1,1,Real Bed
688,Apartment,Entire home/apt,5,2,2,2,Real Bed
689,House,Entire home/apt,6,1,1,3,Real Bed
690,Condominium,Private room,1,1,1,1,Real Bed
691,House,Shared room,1,1,1,1,Real Bed
692,Apartment,Private room,3,1,1,1,Real Bed
693,Other,Private room,2,1,1,1,Pull-out Sofa
694,Apartment,Private room,2,0.5,1,1,Futon
695,House,Private room,2,1,1,1,Real Bed
696,House,Private room,2,1,1,1,Futon
697,Townhouse,Private room,2,1.5,1,1,Real Bed
698,House,Private room,2,1,1,1,Real Bed
699,House,Private room,2,1,1,1,Real Bed
700,Apartment,Private room,2,1,1,1,Real Bed
701,Apartment,Private room,1,1,1,1,Real Bed
702,House,Private room,2,1,1,1,Real Bed
703,House,Private room,2,1,1,1,Real Bed
704,Apartment,Private room,2,1,1,1,Real Bed
705,House,Private room,2,1,1,1,Real Bed
706,Apartment,Entire home/apt,2,1,2,2,Real Bed
707,Apartment,Entire home/apt,2,1,0,1,Real Bed
708,Apartment,Entire home/apt,3,1,1,1,Real Bed
709,Apartment,Entire home/apt,2,1,0,1,Futon
710,Apartment,Entire home/apt,2,1,0,1,Real Bed
711,Apartment,Entire home/apt,4,1,1,2,Real Bed
712,House,Private room,3,2,1,1,Real Bed
713,Apartment,Entire home/apt,4,1,0,1,Real Bed
714,Apartment,Entire home/apt,2,1,1,1,Real Bed
715,House,Entire home/apt,10,2,3,7,Real Bed
716,Apartment,Entire home/apt,4,1,1,2,Real Bed
717,Apartment,Entire home/apt,3,1,1,1,Real Bed
718,Apartment,Entire home/apt,4,1,1,2,Real Bed
719,Apartment,Entire home/apt,3,1,1,1,Real Bed
720,Condominium,Entire home/apt,5,2,2,3,Real Bed
721,Apartment,Entire home/apt,2,1,0,1,Real Bed
722,Apartment,Entire home/apt,4,1,0,2,Real Bed
723,Apartment,Entire home/apt,2,1,0,2,Real Bed
724,House,Entire home/apt,5,1,2,2,Real Bed
725,Apartment,Private room,2,1,1,1,Real Bed
726,Apartment,Entire home/apt,4,1,0,2,Real Bed
727,Apartment,Entire home/apt,2,1,0,1,Real Bed
728,Apartment,Entire home/apt,2,1,1,1,Real Bed
729,Apartment,Private room,1,1,1,1,Real Bed
730,Apartment,Entire home/apt,4,1,1,2,Real Bed
731,House,Entire home/apt,12,3.5,5,7,Real Bed
732,House,Entire home/apt,9,2.5,4,6,Real Bed
733,Apartment,Entire home/apt,3,1,1,2,Real Bed
734,Apartment,Entire home/apt,4,1,1,2,Real Bed
735,Apartment,Entire home/apt,3,1,0,2,Real Bed
736,Apartment,Entire home/apt,3,1,0,1,Real Bed
737,House,Private room,2,1,1,1,Real Bed
738,House,Private room,1,1,1,1,Real Bed
739,House,Private room,1,1.5,1,1,Real Bed
740,House,Shared room,1,1,1,1,Real Bed
741,House,Entire home/apt,7,1.5,3,5,Real Bed
742,House,Private room,1,1,1,1,Airbed
743,Apartment,Entire home/apt,4,1,1,1,Real Bed
744,Apartment,Entire home/apt,3,1,1,1,Real Bed
745,Apartment,Entire home/apt,4,1,1,2,Real Bed
746,Apartment,Private room,2,1,1,2,Real Bed
747,House,Private room,1,1,1,1,Real Bed
748,House,Entire home/apt,3,1,1,2,Real Bed
749,Apartment,Entire home/apt,2,1,1,1,Real Bed
750,Apartment,Entire home/apt,3,1,1,2,Real Bed
751,Apartment,Entire home/apt,4,1,0,2,Real Bed
752,Apartment,Private room,1,1,1,1,Real Bed
753,House,Private room,2,1,1,1,Real Bed
754,House,Entire home/apt,6,1,2,2,Real Bed
755,Apartment,Entire home/apt,2,1,0,1,Real Bed
756,Apartment,Entire home/apt,2,1,1,1,Real Bed
757,Apartment,Entire home/apt,3,1,1,1,Real Bed
758,Apartment,Entire home/apt,2,1,0,1,Real Bed
759,Apartment,Entire home/apt,4,1,1,2,Real Bed
760,Apartment,Private room,1,1,1,1,Real Bed
761,Apartment,Entire home/apt,2,1,0,1,Real Bed
762,House,Private room,2,1,1,1,Real Bed
763,House,Private room,1,1,1,1,Futon
764,Apartment,Entire home/apt,4,1,0,2,Real Bed
765,Apartment,Private room,1,1,1,1,Real Bed
766,Condominium,Private room,1,1,1,1,Real Bed
767,House,Private room,2,1,1,1,Real Bed
768,House,Private room,2,1,1,1,Real Bed
769,House,Private room,2,1,1,1,Real Bed
770,Apartment,Entire home/apt,3,1,1,2,Real Bed
771,Apartment,Entire home/apt,3,1,0,2,Real Bed
772,Apartment,Entire home/apt,2,1,1,1,Real Bed
773,Apartment,Entire home/apt,3,1,1,2,Real Bed
774,Apartment,Entire home/apt,4,1,1,1,Real Bed
775,Apartment,Entire home/apt,2,1,2,2,Real Bed
776,Apartment,Entire home/apt,2,1,0,2,Real Bed
777,Apartment,Entire home/apt,2,1,1,1,Real Bed
778,Apartment,Entire home/apt,3,1,1,1,Real Bed
779,Apartment,Entire home/apt,8,1,4,4,Real Bed
780,House,Shared room,4,1.5,1,2,Real Bed
781,House,Private room,2,1,1,1,Real Bed
782,House,Shared room,1,1,1,1,Real Bed
783,Apartment,Entire home/apt,4,1,1,2,Real Bed
784,Apartment,Entire home/apt,2,1,1,1,Real Bed
785,House,Private room,2,1,1,1,Real Bed
786,Townhouse,Entire home/apt,4,2.5,2,2,Real Bed
787,Apartment,Private room,1,0.5,1,1,Real Bed
788,Apartment,Shared room,2,1,1,1,Futon
789,Apartment,Entire home/apt,6,2,2,2,Real Bed
790,Apartment,Entire home/apt,4,1,1,2,Real Bed
791,Apartment,Entire home/apt,6,2,2,2,Real Bed
792,Apartment,Entire home/apt,4,1,2,2,Real Bed
793,Apartment,Entire home/apt,2,1,0,1,Real Bed
794,Apartment,Entire home/apt,4,1,1,4,Real Bed
795,House,Shared room,1,1,1,1,Real Bed
796,Apartment,Entire home/apt,3,1,1,1,Real Bed
797,House,Shared room,1,1,1,1,Real Bed
798,House,Entire home/apt,5,2,3,3,Real Bed
799,House,Shared room,1,1,1,1,Real Bed
800,Apartment,Private room,2,1,1,1,Real Bed
801,Apartment,Entire home/apt,4,1,2,3,Real Bed
802,Townhouse,Shared room,2,1.5,1,2,Couch
803,House,Entire home/apt,6,1,2,3,Real Bed
804,Apartment,Entire home/apt,1,1,0,1,Airbed
805,Apartment,Shared room,2,1,1,2,Real Bed
806,Apartment,Entire home/apt,3,1,1,1,Real Bed
807,Apartment,Entire home/apt,6,2,2,3,Real Bed
808,House,Entire home/apt,5,1.5,3,2,Real Bed
809,House,Private room,2,1,1,1,Real Bed
810,House,Private room,2,1,1,1,Real Bed
811,Apartment,Entire home/apt,4,1,2,2,Real Bed
812,Apartment,Entire home/apt,2,1,1,1,Real Bed
813,House,Entire home/apt,2,1,1,1,Real Bed
814,House,Entire home/apt,4,1,1,2,Real Bed
815,House,Entire home/apt,4,1,2,2,Real Bed
816,Apartment,Entire home/apt,2,1,0,1,Real Bed
817,Apartment,Entire home/apt,2,1,0,1,Real Bed
818,Apartment,Entire home/apt,2,1,1,1,Real Bed
819,House,Private room,4,1,1,2,Real Bed
820,House,Private room,2,1,1,1,Real Bed
821,House,Private room,1,1,1,1,Real Bed
822,House,Entire home/apt,2,1,1,1,Real Bed
823,Apartment,Entire home/apt,2,1,0,1,Real Bed
824,House,Entire home/apt,2,1,1,1,Real Bed
825,House,Entire home/apt,8,2.5,3,3,Real Bed
826,House,Entire home/apt,8,3,4,4,Real Bed
827,House,Private room,2,1,1,1,Real Bed
828,Condominium,Entire home/apt,2,1,1,1,Real Bed
829,House,Entire home/apt,5,2.5,2,2,Real Bed
830,House,Private room,2,1,1,1,Real Bed
831,Apartment,Entire home/apt,3,1,1,1,Real Bed
832,Townhouse,Entire home/apt,6,3.5,3,3,Real Bed
833,House,Entire home/apt,5,1,1,2,Real Bed
834,House,Entire home/apt,3,1,1,1,Real Bed
835,Apartment,Entire home/apt,4,1,1,2,Real Bed
836,Apartment,Shared room,1,1,1,1,Real Bed
837,House,Private room,2,1,1,1,Real Bed
838,Cabin,Private room,4,1,1,2,Real Bed
839,House,Entire home/apt,7,2.5,3,4,Real Bed
840,Apartment,Entire home/apt,4,1,2,2,Real Bed
841,House,Entire home/apt,8,3,4,4,Real Bed
842,Townhouse,Entire home/apt,4,1.5,2,2,Real Bed
843,House,Private room,2,1,1,1,Real Bed
844,House,Private room,3,2,1,1,Real Bed
845,Cabin,Private room,2,1,1,1,Real Bed
846,House,Private room,2,1,1,1,Real Bed
847,Apartment,Private room,2,1.5,1,1,Real Bed
848,House,Private room,2,1,1,1,Real Bed
849,House,Private room,2,1,1,1,Real Bed
850,Apartment,Entire home/apt,2,1,1,1,Real Bed
851,Apartment,Shared room,2,1,1,1,Real Bed
852,Apartment,Shared room,3,1,1,1,Airbed
853,Apartment,Entire home/apt,4,1,2,1,Real Bed
854,House,Private room,2,1,1,1,Real Bed
855,House,Private room,2,1,1,1,Real Bed
856,Apartment,Private room,2,1,1,1,Real Bed
857,House,Private room,3,2,1,2,Real Bed
858,House,Private room,1,2,1,1,Real Bed
859,House,Private room,2,1.5,1,1,Real Bed
860,House,Private room,2,1,1,1,Real Bed
861,House,Private room,2,1,1,1,Real Bed
862,House,Private room,2,1.5,1,1,Real Bed
863,Apartment,Entire home/apt,2,1,1,1,Real Bed
864,House,Private room,2,1.5,1,1,Real Bed
865,House,Private room,2,2,1,1,Real Bed
866,House,Private room,1,1,1,1,Real Bed
867,Loft,Entire home/apt,2,1,0,1,Real Bed
868,Townhouse,Private room,2,1,1,1,Real Bed
869,House,Entire home/apt,2,1,0,1,Pull-out Sofa
870,Apartment,Entire home/apt,4,1,1,2,Real Bed
871,House,Private room,2,2,1,1,Real Bed
872,House,Entire home/apt,6,2,2,2,Real Bed
873,House,Private room,2,1,1,1,Futon
874,Apartment,Entire home/apt,2,1,1,1,Real Bed
875,House,Entire home/apt,4,2,2,2,Real Bed
876,Townhouse,Private room,2,1,1,1,Real Bed
877,Apartment,Entire home/apt,2,1,1,1,Real Bed
878,Apartment,Private room,2,1,1,2,Real Bed
879,House,Entire home/apt,6,1,2,3,Real Bed
880,Bungalow,Entire home/apt,2,1,0,1,Real Bed
881,House,Private room,4,1,1,2,Real Bed
882,Apartment,Entire home/apt,2,1,1,3,Real Bed
883,House,Private room,2,1,1,1,Real Bed
884,Apartment,Entire home/apt,2,1,1,1,Real Bed
885,Apartment,Entire home/apt,3,1,1,1,Real Bed
886,House,Private room,2,1,1,1,Real Bed
887,House,Entire home/apt,4,1,1,2,Real Bed
888,House,Private room,1,1,1,1,Real Bed
889,House,Private room,2,2,1,1,Real Bed
890,Apartment,Entire home/apt,2,1,1,1,Real Bed
891,House,Private room,2,1,1,1,Real Bed
892,Townhouse,Entire home/apt,4,2,1,1,Real Bed
893,Apartment,Entire home/apt,4,1,2,2,Real Bed
894,Apartment,Entire home/apt,2,1,0,1,Real Bed
895,House,Entire home/apt,2,1,0,1,Real Bed
896,House,Private room,2,3,1,1,Real Bed
897,House,Private room,2,1,1,2,Real Bed
898,Apartment,Private room,2,1,1,1,Real Bed
899,House,Entire home/apt,6,1,2,3,Real Bed
900,House,Entire home/apt,4,1,2,2,Real Bed
901,House,Entire home/apt,6,1,3,4,Real Bed
902,House,Private room,2,1,1,1,Real Bed
903,House,Private room,1,1.5,1,1,Real Bed
904,Apartment,Private room,2,1,1,1,Real Bed
905,Townhouse,Private room,2,1,1,1,Real Bed
906,Townhouse,Entire home/apt,4,0.5,1,1,Real Bed
907,House,Entire home/apt,6,2,2,2,Real Bed
908,Apartment,Entire home/apt,4,1,2,2,Real Bed
909,Apartment,Private room,1,1,1,1,Futon
910,Apartment,Entire home/apt,3,2,2,2,Real Bed
911,Apartment,Entire home/apt,4,1,2,2,Real Bed
912,House,Entire home/apt,8,1,3,3,Real Bed
913,Apartment,Entire home/apt,4,1,1,1,Real Bed
914,House,Entire home/apt,4,1,2,2,Real Bed
915,Apartment,Private room,4,2,1,1,Real Bed
916,Apartment,Entire home/apt,4,1,2,2,Real Bed
917,Apartment,Entire home/apt,4,1,2,2,Real Bed
918,Condominium,Entire home/apt,3,1,1,2,Real Bed
919,Apartment,Entire home/apt,2,1,1,1,Real Bed
920,House,Private room,2,1,1,1,Real Bed
921,House,Private room,2,1,1,1,Real Bed
922,House,Private room,3,1,1,2,Real Bed
923,House,Private room,1,1,1,1,Real Bed
924,House,Private room,2,1.5,1,1,Real Bed
925,Apartment,Entire home/apt,6,1,2,2,Real Bed
926,House,Entire home/apt,8,3.5,4,5,Real Bed
927,House,Private room,2,1,1,2,Real Bed
928,House,Entire home/apt,10,3.5,4,6,Real Bed
929,Townhouse,Entire home/apt,6,1.5,2,3,Real Bed
930,House,Private room,2,3,1,1,Real Bed
931,House,Entire home/apt,6,1.5,3,5,Real Bed
932,House,Entire home/apt,3,1,1,1,Real Bed
933,House,Private room,1,1,1,1,Futon
934,Townhouse,Entire home/apt,8,3.5,3,5,Real Bed
935,House,Entire home/apt,3,1,1,1,Real Bed
936,Loft,Entire home/apt,10,2.5,2,8,Real Bed
937,House,Entire home/apt,2,1,1,1,Real Bed
938,House,Entire home/apt,6,2.5,3,4,Real Bed
939,Townhouse,Private room,4,1,1,1,Real Bed
940,House,Entire home/apt,4,1,2,2,Real Bed
941,House,Entire home/apt,4,1,1,1,Real Bed
942,House,Private room,4,1.5,1,1,Real Bed
943,Apartment,Entire home/apt,2,1,0,1,Real Bed
944,Apartment,Private room,2,1,1,1,Real Bed
945,House,Private room,2,1,1,1,Real Bed
946,Apartment,Entire home/apt,3,1,1,2,Real Bed
947,House,Private room,2,1,1,1,Real Bed
948,Apartment,Entire home/apt,2,2,1,1,Real Bed
949,House,Entire home/apt,4,1.5,1,2,Real Bed
950,House,Entire home/apt,6,3.5,4,4,Real Bed
951,Apartment,Entire home/apt,2,1,0,1,Real Bed
952,Apartment,Entire home/apt,5,1,1,1,Real Bed
953,Apartment,Entire home/apt,4,1,1,3,Real Bed
954,House,Entire home/apt,2,1,1,1,Real Bed
955,House,Entire home/apt,5,2.5,2,3,Real Bed
956,Apartment,Entire home/apt,2,1,1,1,Real Bed
957,House,Entire home/apt,4,1,2,3,Real Bed
958,House,Entire home/apt,5,3,3,5,Real Bed
959,Townhouse,Private room,2,1,1,1,Real Bed
960,Apartment,Entire home/apt,4,1,1,2,Real Bed
961,House,Entire home/apt,4,1,1,3,Real Bed
962,House,Private room,2,1,1,1,Real Bed
963,House,Entire home/apt,6,2,3,5,Real Bed
964,House,Private room,2,1,1,1,Real Bed
965,House,Entire home/apt,6,2,2,2,Real Bed
966,Apartment,Entire home/apt,3,1,1,1,Real Bed
967,House,Entire home/apt,7,2.5,3,3,Real Bed
968,Loft,Entire home/apt,2,1,0,1,Real Bed
969,House,Entire home/apt,6,1.5,3,3,Real Bed
970,House,Private room,2,1,1,1,Real Bed
971,Apartment,Entire home/apt,2,1,1,1,Real Bed
972,House,Private room,3,1.5,1,1,Real Bed
973,House,Entire home/apt,4,1,2,2,Real Bed
974,House,Private room,2,2,1,1,Real Bed
975,House,Private room,3,1.5,1,1,Real Bed
976,Townhouse,Private room,2,1.5,1,1,Real Bed
977,House,Private room,2,1.5,1,1,Pull-out Sofa
978,House,Private room,3,1,1,1,Real Bed
979,Apartment,Entire home/apt,2,1,1,1,Real Bed
980,House,Entire home/apt,8,2.5,3,4,Real Bed
981,House,Entire home/apt,6,2,3,3,Real Bed
982,House,Entire home/apt,8,2.5,3,3,Real Bed
983,House,Private room,2,1,1,1,Real Bed
984,Townhouse,Entire home/apt,5,3.5,3,3,Real Bed
985,Apartment,Private room,2,1,1,1,Real Bed
986,House,Entire home/apt,6,1.5,2,3,Real Bed
987,Townhouse,Private room,2,1.5,1,1,Real Bed
988,Apartment,Private room,2,1,1,1,Real Bed
989,House,Private room,2,2,1,1,Real Bed
990,House,Entire home/apt,8,3.5,5,5,Real Bed
991,Townhouse,Private room,1,1,1,1,Real Bed
992,House,Entire home/apt,8,3.5,5,5,Real Bed
993,House,Entire home/apt,4,2.5,2,2,Real Bed
994,Apartment,Private room,2,1,1,1,Pull-out Sofa
995,Apartment,Private room,2,1,1,2,Real Bed
996,House,Entire home/apt,4,1,2,2,Real Bed
997,House,Private room,1,2,1,1,Real Bed
998,House,Entire home/apt,12,3.5,5,8,Real Bed
999,House,Entire home/apt,10,3.5,3,3,Real Bed
1000,House,Private room,2,1,1,1,Real Bed
1001,Townhouse,Private room,2,1,1,1,Real Bed
1002,House,Entire home/apt,10,3.5,3,3,Real Bed
1003,House,Entire home/apt,4,1,2,3,Real Bed
1004,Apartment,Entire home/apt,5,1,1,3,Real Bed
1005,House,Entire home/apt,5,1,3,3,Real Bed
1006,House,Entire home/apt,3,1,1,1,Real Bed
1007,House,Entire home/apt,4,1,1,1,Real Bed
1008,Apartment,Entire home/apt,3,1,1,1,Real Bed
1009,House,Private room,2,2,1,1,Real Bed
1010,House,Private room,2,2,1,1,Real Bed
1011,House,Entire home/apt,4,1,1,2,Real Bed
1012,Apartment,Entire home/apt,2,1,0,1,Real Bed
1013,House,Entire home/apt,6,2.5,2,4,Real Bed
1014,Townhouse,Entire home/apt,2,1,1,1,Real Bed
1015,Apartment,Entire home/apt,4,1,1,3,Real Bed
1016,House,Entire home/apt,4,1.5,2,2,Real Bed
1017,Townhouse,Entire home/apt,6,2,3,3,Real Bed
1018,House,Private room,2,1.5,1,2,Real Bed
1019,Bungalow,Private room,2,1.5,1,1,Real Bed
1020,Condominium,Entire home/apt,4,2,3,2,Real Bed
1021,Loft,Entire home/apt,2,1,1,2,Real Bed
1022,House,Private room,2,2,1,1,Real Bed
1023,House,Private room,2,1,1,1,Real Bed
1024,Apartment,Private room,2,1,1,1,Real Bed
1025,House,Entire home/apt,4,1,3,2,Real Bed
1026,House,Private room,2,1,1,1,Futon
1027,Apartment,Private room,2,1.5,1,1,Real Bed
1028,House,Entire home/apt,4,1.5,1,1,Real Bed
1029,Apartment,Entire home/apt,2,1,0,1,Real Bed
1030,House,Private room,2,1.5,1,1,Real Bed
1031,House,Entire home/apt,6,2.5,2,3,Real Bed
1032,Apartment,Private room,2,1,1,1,Futon
1033,Apartment,Entire home/apt,4,1.5,2,2,Real Bed
1034,Apartment,Entire home/apt,4,1,1,2,Real Bed
1035,Apartment,Entire home/apt,2,1,0,1,Real Bed
1036,House,Entire home/apt,2,1,1,1,Real Bed
1037,House,Entire home/apt,4,2,2,3,Real Bed
1038,House,Entire home/apt,6,2.5,3,3,Real Bed
1039,Apartment,Entire home/apt,4,1,1,2,Real Bed
1040,Cabin,Entire home/apt,4,1,0,2,Real Bed
1041,House,Entire home/apt,7,3.5,3,3,Real Bed
1042,Apartment,Entire home/apt,3,1,1,1,Real Bed
1043,House,Entire home/apt,2,1,0,1,Pull-out Sofa
1044,House,Private room,2,1,1,1,Real Bed
1045,Loft,Entire home/apt,4,1,0,2,Real Bed
1046,House,Entire home/apt,4,2,3,2,Real Bed
