property_id,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type
1047,Apartment,Private room,2,1,1,1,Real Bed
1048,Apartment,Entire home/apt,3,1,0,2,Real Bed
1049,House,Private room,2,1,1,1,Real Bed
1050,House,Entire home/apt,4,1,2,3,Real Bed
1051,Apartment,Private room,4,1,1,1,Real Bed
1052,Townhouse,Private room,2,1.5,1,1,Real Bed
1053,Apartment,Entire home/apt,2,1,1,1,Real Bed
1054,Apartment,Entire home/apt,3,1,0,2,Real Bed
1055,Townhouse,Entire home/apt,4,2,2,2,Real Bed
1056,House,Entire home/apt,8,3,3,3,Real Bed
1057,House,Private room,4,1,1,2,Real Bed
1058,Condominium,Private room,2,1,1,1,Real Bed
1059,House,Private room,2,0.5,1,1,Real Bed
1060,House,Private room,2,1.5,1,1,Real Bed
1061,House,Entire home/apt,4,2,2,2,Real Bed
1062,Apartment,Entire home/apt,2,1,1,1,Real Bed
1063,House,Entire home/apt,6,1,1,3,Real Bed
1064,Apartment,Entire home/apt,2,1,0,1,Real Bed
1065,Apartment,Entire home/apt,2,1,0,1,Real Bed
1066,Apartment,Entire home/apt,2,1,1,2,Real Bed
1067,Condominium,Private room,2,2,1,1,Real Bed
1068,Apartment,Entire home/apt,4,1,1,2,Real Bed
1069,Apartment,Entire home/apt,6,2,2,3,Pull-out Sofa
1070,Dorm,Shared room,8,0,1,8,Real Bed
1071,Apartment,Entire home/apt,4,2.5,2,2,Real Bed
1072,Apartment,Entire home/apt,6,1,1,3,Real Bed
1073,Apartment,Entire home/apt,2,1,0,1,Real Bed
1074,Dorm,Shared room,8,8,1,8,Real Bed
1075,Condominium,Entire home/apt,4,1,1,2,Real Bed
1076,Apartment,Entire home/apt,3,1,0,1,Real Bed
1077,Apartment,Entire home/apt,2,1,0,1,Real Bed
1078,Apartment,Entire home/apt,3,1,1,1,Real Bed
1079,Apartment,Entire home/apt,3,1,1,1,Real Bed
1080,Apartment,Entire home/apt,4,1,0,2,Real Bed
1081,Apartment,Entire home/apt,4,1,1,2,Real Bed
1082,Apartment,Entire home/apt,4,2,2,2,Real Bed
1083,Apartment,Entire home/apt,2,1,1,1,Real Bed
1084,Apartment,Entire home/apt,4,1,1,2,Real Bed
1085,Apartment,Entire home/apt,3,1,1,2,Real Bed
1086,Apartment,Entire home/apt,4,1,0,2,Real Bed
1087,Apartment,Entire home/apt,5,2,2,2,Real Bed
1088,Apartment,Entire home/apt,2,1,0,1,Real Bed
1089,Apartment,Entire home/apt,3,1,0,2,Real Bed
1090,Apartment,Entire home/apt,3,1,1,1,Real Bed
1091,Condominium,Entire home/apt,4,2,1,2,Real Bed
1092,House,Entire home/apt,3,1,1,2,Real Bed
1093,Apartment,Entire home/apt,4,1,2,2,Real Bed
1094,House,Entire home/apt,4,1,1,1,Real Bed
1095,Apartment,Entire home/apt,2,1,1,1,Real Bed
1096,Apartment,Entire home/apt,2,1,1,1,Real Bed
1097,Apartment,Entire home/apt,2,1,1,1,Real Bed
1098,Apartment,Entire home/apt,4,1,1,1,Real Bed
1099,Apartment,Entire home/apt,2,1,1,1,Real Bed
1100,Apartment,Entire home/apt,2,1,1,1,Real Bed
1101,Apartment,Entire home/apt,3,1,1,1,Real Bed
1102,House,Entire home/apt,3,1,1,2,Real Bed
1103,Apartment,Entire home/apt,4,1,1,1,Real Bed
1104,Apartment,Entire home/apt,3,1,1,1,Real Bed
1105,Apartment,Entire home/apt,4,1,2,2,Real Bed
1106,Condominium,Entire home/apt,3,1,1,1,Futon
1107,Condominium,Entire home/apt,4,1.5,2,3,Real Bed
1108,Apartment,Shared room,1,1,1,1,Futon
1109,Apartment,Entire home/apt,4,1,1,2,Real Bed
1110,Apartment,Entire home/apt,2,1,0,1,Real Bed
1111,Apartment,Private room,2,1,1,1,Real Bed
1112,House,Private room,2,1,1,1,Real Bed
1113,Apartment,Entire home/apt,4,1,1,1,Real Bed
1114,Apartment,Entire home/apt,2,1,1,1,Real Bed
1115,Apartment,Private room,2,1,1,1,Real Bed
1116,Cabin,Entire home/apt,8,1,2,4,Real Bed
1117,House,Private room,2,1,1,1,Real Bed
1118,Apartment,Private room,3,1,1,1,Airbed
1119,Apartment,Entire home/apt,2,1,0,1,Real Bed
1120,Apartment,Private room,2,1,1,1,Real Bed
1121,Apartment,Entire home/apt,2,1,0,1,Real Bed
1122,Apartment,Entire home/apt,3,1,1,1,Real Bed
1123,Apartment,Private room,2,1,1,1,Real Bed
1124,Apartment,Private room,2,1,1,1,Real Bed
1125,House,Entire home/apt,8,2.5,3,3,Real Bed
1126,Apartment,Entire home/apt,2,1,1,1,Real Bed
1127,Apartment,Entire home/apt,4,1,0,2,Real Bed
1128,Apartment,Entire home/apt,3,1,2,2,Real Bed
1129,Apartment,Private room,2,1,1,1,Real Bed
1130,Apartment,Entire home/apt,4,1,2,2,Couch
1131,Apartment,Private room,2,1,1,1,Real Bed
1132,Apartment,Private room,2,1,1,1,Real Bed
1133,Apartment,Entire home/apt,2,1,1,1,Real Bed
1134,Apartment,Private room,2,1,1,1,Airbed
1135,Apartment,Entire home/apt,2,1,1,1,Real Bed
1136,House,Entire home/apt,6,1,2,2,Real Bed
1137,Apartment,Entire home/apt,3,1,1,1,Real Bed
1138,Apartment,Private room,2,1,1,1,Real Bed
1139,Apartment,Entire home/apt,6,2,2,3,Real Bed
1140,Apartment,Entire home/apt,2,1,1,1,Real Bed
1141,Apartment,Entire home/apt,3,1,1,1,Real Bed
1142,Loft,Entire home/apt,2,1,1,1,Real Bed
1143,Apartment,Entire home/apt,4,1,1,2,Real Bed
1144,Apartment,Entire home/apt,2,1,0,1,Real Bed
1145,Apartment,Private room,4,2,1,1,Real Bed
1146,Apartment,Entire home/apt,2,1,0,1,Real Bed
1147,Apartment,Shared room,1,2,1,1,Real Bed
1148,Condominium,Entire home/apt,2,1.5,1,1,Real Bed
1149,Apartment,Private room,2,1,1,1,Real Bed
1150,Apartment,Entire home/apt,4,1,1,1,Real Bed
1151,Apartment,Entire home/apt,2,1,0,1,Real Bed
1152,Apartment,Entire home/apt,2,1,1,1,Real Bed
1153,Apartment,Entire home/apt,3,1,1,1,Real Bed
1154,Apartment,Private room,2,1,1,1,Real Bed
1155,Camper/RV,Shared room,4,1,1,4,Real Bed
1156,Apartment,Entire home/apt,3,1,1,1,Real Bed
1157,Apartment,Entire home/apt,2,1,1,1,Real Bed
1158,Apartment,Private room,2,1,1,1,Real Bed
1159,Apartment,Entire home/apt,2,1,0,1,Real Bed
1160,Apartment,Entire home/apt,3,1,1,1,Real Bed
1161,Apartment,Private room,2,1,1,1,Real Bed
1162,Condominium,Entire home/apt,3,1,1,1,Real Bed
1163,Apartment,Private room,2,1,1,1,Real Bed
1164,House,Entire home/apt,6,2.5,3,3,Real Bed
1165,House,Entire home/apt,7,2,3,3,Real Bed
1166,Townhouse,Entire home/apt,10,3.5,3,5,Real Bed
1167,Apartment,Private room,1,1,1,1,Real Bed
1168,House,Private room,2,1,1,1,Real Bed
1169,House,Private room,1,1,1,1,Real Bed
1170,Apartment,Private room,2,1,1,2,Real Bed
1171,House,Entire home/apt,4,1,1,2,Real Bed
1172,House,Entire home/apt,12,3.5,5,7,Real Bed
1173,House,Entire home/apt,6,1,2,4,Real Bed
1174,Townhouse,Entire home/apt,5,2.5,3,3,Real Bed
1175,Apartment,Entire home/apt,4,1,1,2,Real Bed
1176,House,Private room,2,1,1,1,Real Bed
1177,Townhouse,Entire home/apt,8,2.5,3,3,Real Bed
1178,House,Private room,2,1,1,1,Real Bed
1179,House,Private room,2,1,1,1,Real Bed
1180,Apartment,Entire home/apt,2,1,1,1,Real Bed
1181,House,Entire home/apt,6,2,3,4,Real Bed
1182,House,Entire home/apt,4,1,0,2,Real Bed
1183,Bed & Breakfast,Shared room,1,1,1,1,Couch
1184,House,Entire home/apt,3,1,1,1,Real Bed
1185,Townhouse,Private room,2,1,1,1,Real Bed
1186,Bed & Breakfast,Entire home/apt,4,1,1,2,Real Bed
1187,Condominium,Entire home/apt,5,2,3,2,Real Bed
1188,House,Private room,2,1,1,1,Real Bed
1189,Apartment,Entire home/apt,4,1,1,1,Real Bed
1190,House,Entire home/apt,8,1,5,5,Real Bed
1191,House,Entire home/apt,5,1,2,3,Real Bed
1192,House,Private room,2,1,1,1,Real Bed
1193,Townhouse,Private room,4,1,1,1,Real Bed
1194,House,Entire home/apt,5,2,3,3,Real Bed
1195,House,Private room,2,1,1,1,Airbed
1196,Apartment,Entire home/apt,2,1,1,1,Real Bed
1197,House,Entire home/apt,5,2,2,2,Real Bed
1198,House,Entire home/apt,6,1,2,3,Real Bed
1199,House,Entire home/apt,6,1.5,2,4,Real Bed
1200,Apartment,Entire home/apt,9,1.5,0,4,Real Bed
1201,House,Entire home/apt,15,4,4,7,Real Bed
1202,House,Private room,2,1,1,1,Futon
1203,House,Private room,2,1,1,1,Futon
1204,House,Entire home/apt,5,1,2,3,Real Bed
1205,House,Entire home/apt,12,3.5,5,7,Real Bed
1206,House,Private room,2,1,1,1,Real Bed
1207,House,Entire home/apt,10,2,3,3,Real Bed
1208,Apartment,Entire home/apt,3,1,1,1,Real Bed
1209,Apartment,Entire home/apt,4,1,1,1,Real Bed
1210,Apartment,Entire home/apt,6,2,2,3,Real Bed
1211,Apartment,Entire home/apt,4,1,1,2,Real Bed
1212,Apartment,Entire home/apt,2,1,1,1,Real Bed
1213,Apartment,Shared room,1,1,1,1,Real Bed
1214,Apartment,Shared room,2,1,1,1,Futon
1215,Loft,Entire home/apt,4,1,1,2,Real Bed
1216,Apartment,Private room,1,1,1,1,Real Bed
1217,Apartment,Entire home/apt,4,1,0,1,Real Bed
1218,Apartment,Entire home/apt,2,1,1,1,Real Bed
1219,Apartment,Entire home/apt,5,1,1,2,Real Bed
1220,Apartment,Entire home/apt,3,1,1,1,Real Bed
1221,Apartment,Entire home/apt,3,1,0,1,Real Bed
1222,Apartment,Entire home/apt,3,1,1,1,Real Bed
1223,Apartment,Entire home/apt,2,1,1,1,Real Bed
1224,Apartment,Entire home/apt,4,1,0,1,Real Bed
1225,Condominium,Entire home/apt,4,1,1,2,Real Bed
1226,Loft,Entire home/apt,6,1,0,3,Real Bed
1227,Apartment,Entire home/apt,3,1,1,1,Real Bed
1228,Apartment,Entire home/apt,3,1,0,2,Real Bed
1229,Apartment,Entire home/apt,2,1,0,1,Real Bed
1230,Apartment,Entire home/apt,4,1,0,3,Real Bed
1231,Condominium,Entire home/apt,6,2.5,2,3,Real Bed
1232,Apartment,Entire home/apt,4,1,2,2,Real Bed
1233,Apartment,Entire home/apt,2,1,0,1,Real Bed
1234,Condominium,Entire home/apt,4,1,1,2,Real Bed
1235,Apartment,Entire home/apt,3,1,1,1,Real Bed
1236,Apartment,Entire home/apt,2,1,0,1,Real Bed
1237,Apartment,Entire home/apt,2,1,0,1,Real Bed
1238,Apartment,Entire home/apt,3,1,1,1,Real Bed
1239,Apartment,Entire home/apt,3,1,1,1,Real Bed
1240,Apartment,Entire home/apt,4,1,1,2,Real Bed
1241,Apartment,Entire home/apt,2,1,0,1,Real Bed
1242,Condominium,Entire home/apt,5,1,1,3,Real Bed
1243,Apartment,Entire home/apt,4,,1,2,Real Bed
1244,Apartment,Entire home/apt,2,1,1,1,Real Bed
1245,Apartment,Entire home/apt,4,1,1,2,Real Bed
1246,Apartment,Entire home/apt,2,1,1,1,Real Bed
1247,Apartment,Entire home/apt,2,1,1,1,Real Bed
1248,Apartment,Entire home/apt,5,1,0,1,Real Bed
1249,Apartment,Entire home/apt,2,1,1,1,Real Bed
1250,Apartment,Entire home/apt,4,1,0,2,Real Bed
1251,Apartment,Entire home/apt,2,1,0,1,Real Bed
1252,Apartment,Entire home/apt,2,1,0,1,Real Bed
1253,Apartment,Entire home/apt,3,1,0,2,Real Bed
1254,Apartment,Entire home/apt,3,1,1,2,Real Bed
1255,Apartment,Entire home/apt,4,2,2,2,Real Bed
1256,Loft,Entire home/apt,3,1,0,2,Real Bed
1257,Apartment,Entire home/apt,2,1,0,1,Real Bed
1258,Apartment,Entire home/apt,3,1,0,2,Real Bed
1259,Apartment,Entire home/apt,2,1,1,1,Real Bed
1260,Loft,Entire home/apt,1,1,1,1,Real Bed
1261,Apartment,Entire home/apt,2,1,1,1,Real Bed
1262,Bed & Breakfast,Private room,1,1,1,1,Real Bed
1263,Apartment,Entire home/apt,4,1,1,1,Real Bed
1264,Apartment,Entire home/apt,2,1,0,1,Real Bed
1265,Apartment,Private room,2,1,1,1,Real Bed
1266,Apartment,Entire home/apt,6,2,2,3,Real Bed
1267,Apartment,Entire home/apt,5,1,1,3,Real Bed
1268,Apartment,Entire home/apt,6,1,2,2,Real Bed
1269,Apartment,Entire home/apt,6,2,2,3,Real Bed
1270,Apartment,Entire home/apt,3,1,1,1,Real Bed
1271,Apartment,Entire home/apt,6,2,2,3,Real Bed
1272,Apartment,Entire home/apt,6,2.5,2,2,Real Bed
1273,Apartment,Entire home/apt,7,2,2,2,Real Bed
1274,Apartment,Entire home/apt,3,1,1,2,Real Bed
1275,Apartment,Entire home/apt,6,2,2,3,Real Bed
1276,Apartment,Entire home/apt,3,1,0,1,Real Bed
1277,Apartment,Entire home/apt,7,2,3,4,Real Bed
1278,Apartment,Entire home/apt,8,3,3,4,Real Bed
1279,Apartment,Entire home/apt,4,1,2,2,Real Bed
1280,Apartment,Entire home/apt,10,2,3,4,Real Bed
1281,Apartment,Entire home/apt,3,1,1,1,Real Bed
1282,Apartment,Entire home/apt,6,2,2,4,Real Bed
1283,Apartment,Entire home/apt,4,1,1,2,Real Bed
1284,Apartment,Entire home/apt,4,1,1,1,Real Bed
1285,Apartment,Entire home/apt,6,2,2,3,Real Bed
1286,Condominium,Entire home/apt,4,1,1,2,Real Bed
1287,House,Entire home/apt,3,1,1,1,Real Bed
1288,Apartment,Entire home/apt,2,1,0,2,Real Bed
1289,Apartment,Entire home/apt,6,2,2,3,Real Bed
1290,Apartment,Entire home/apt,4,1,1,2,Real Bed
1291,Apartment,Entire home/apt,6,2,2,3,Real Bed
1292,Apartment,Entire home/apt,6,1,2,3,Real Bed
1293,Apartment,Entire home/apt,3,1,1,1,Real Bed
1294,Apartment,Entire home/apt,6,2,2,3,Real Bed
1295,Apartment,Entire home/apt,3,1,1,1,Real Bed
1296,Apartment,Entire home/apt,3,1,1,1,Real Bed
1297,Apartment,Entire home/apt,5,2,2,2,Real Bed
1298,Apartment,Entire home/apt,2,1,0,1,Real Bed
1299,Condominium,Entire home/apt,8,2.5,2,4,Real Bed
1300,Apartment,Entire home/apt,7,2,2,4,Real Bed
1301,Apartment,Entire home/apt,4,1,1,2,Real Bed
1302,Apartment,Entire home/apt,6,2,2,3,Real Bed
1303,Apartment,Entire home/apt,2,1,1,1,Futon
1304,Apartment,Entire home/apt,4,1,1,1,Real Bed
1305,Apartment,Entire home/apt,7,2,3,3,Real Bed
1306,Apartment,Entire home/apt,2,1,1,1,Real Bed
1307,Apartment,Entire home/apt,4,1,1,2,Real Bed
1308,Apartment,Entire home/apt,6,1,2,3,Real Bed
1309,Apartment,Entire home/apt,4,1,2,3,Real Bed
1310,Apartment,Entire home/apt,6,1,2,3,Real Bed
1311,Apartment,Entire home/apt,6,1,2,3,Real Bed
1312,Apartment,Entire home/apt,4,1,1,1,Real Bed
1313,Condominium,Entire home/apt,8,2,2,4,Real Bed
1314,Apartment,Entire home/apt,4,1.5,1,2,Real Bed
1315,Apartment,Entire home/apt,4,,1,2,Real Bed
1316,Apartment,Entire home/apt,2,1,1,1,Real Bed
1317,Apartment,Entire home/apt,2,1,0,1,Pull-out Sofa
1318,Apartment,Entire home/apt,4,1,1,1,Real Bed
1319,Apartment,Entire home/apt,9,2.5,3,7,Real Bed
1320,Apartment,Entire home/apt,6,2,2,3,Real Bed
1321,Apartment,Entire home/apt,4,1,1,2,Real Bed
1322,Apartment,Entire home/apt,4,1,0,3,Real Bed
1323,Apartment,Entire home/apt,6,1,0,3,Real Bed
1324,Apartment,Entire home/apt,2,1,1,1,Real Bed
1325,Apartment,Entire home/apt,4,1,0,2,Real Bed
1326,Condominium,Entire home/apt,4,1,1,2,Real Bed
1327,Apartment,Private room,2,1,1,1,Real Bed
1328,Apartment,Entire home/apt,4,1,1,1,Real Bed
1329,Apartment,Entire home/apt,4,1,1,2,Real Bed
1330,Apartment,Private room,2,1,1,1,Real Bed
1331,Loft,Entire home/apt,2,1,1,1,Real Bed
1332,Apartment,Entire home/apt,4,1,1,2,Real Bed
1333,Apartment,Entire home/apt,4,1,1,2,Real Bed
1334,Apartment,Entire home/apt,6,2,2,3,Real Bed
1335,Apartment,Entire home/apt,5,2,2,2,Real Bed
1336,Apartment,Entire home/apt,6,1,2,3,Real Bed
1337,Apartment,Entire home/apt,2,1,0,1,Real Bed
1338,Apartment,Entire home/apt,2,1,0,1,Real Bed
1339,Apartment,Entire home/apt,6,2,2,3,Real Bed
1340,Apartment,Entire home/apt,4,1,1,1,Real Bed
1341,Apartment,Entire home/apt,2,1,1,1,Real Bed
1342,Apartment,Entire home/apt,4,1,1,2,Real Bed
1343,Apartment,Entire home/apt,2,1,0,1,Real Bed
1344,Apartment,Entire home/apt,2,1,0,1,Real Bed
1345,Condominium,Entire home/apt,3,1,1,2,Real Bed
1346,Apartment,Entire home/apt,6,2,2,3,Real Bed
1347,Condominium,Entire home/apt,3,1,1,1,Real Bed
1348,Apartment,Entire home/apt,6,2,2,3,Real Bed
1349,Apartment,Entire home/apt,5,2,2,3,Real Bed
1350,Apartment,Entire home/apt,2,2,1,2,Real Bed
1351,Apartment,Entire home/apt,4,1,1,2,Real Bed
1352,Apartment,Entire home/apt,6,2,2,3,Real Bed
1353,Apartment,Entire home/apt,6,1,2,3,Real Bed
1354,Apartment,Entire home/apt,4,1,0,3,Real Bed
1355,Apartment,Entire home/apt,4,1,1,2,Real Bed
1356,Apartment,Entire home/apt,3,1,1,1,Real Bed
1357,Apartment,Entire home/apt,2,1,1,1,Real Bed
1358,Apartment,Entire home/apt,6,,2,3,Real Bed
1359,Apartment,Entire home/apt,6,2,2,3,Real Bed
1360,Apartment,Entire home/apt,6,2,2,3,Real Bed
1361,Apartment,Entire home/apt,2,1,1,1,Real Bed
1362,Apartment,Entire home/apt,4,1,1,2,Real Bed
1363,Apartment,Entire home/apt,6,2,2,3,Real Bed
1364,Apartment,Entire home/apt,4,1,1,2,Real Bed
1365,Condominium,Entire home/apt,2,1,1,1,Real Bed
1366,Apartment,Entire home/apt,6,2,2,3,Real Bed
1367,Apartment,Entire home/apt,3,1,1,1,Real Bed
1368,Apartment,Entire home/apt,6,2,2,3,Real Bed
1369,Apartment,Entire home/apt,8,2,3,5,Real Bed
1370,Apartment,Private room,2,1,1,1,Real Bed
1371,Apartment,Entire home/apt,4,1,1,2,Real Bed
1372,Apartment,Entire home/apt,6,2,2,3,Real Bed
1373,Apartment,Entire home/apt,4,1,1,1,Real Bed
1374,Apartment,Entire home/apt,4,1,0,2,Real Bed
1375,Apartment,Entire home/apt,4,2,2,2,Real Bed
1376,Apartment,Entire home/apt,8,2,3,5,Real Bed
1377,Apartment,Entire home/apt,3,1,1,1,Real Bed
1378,Apartment,Entire home/apt,3,1,1,1,Real Bed
1379,Apartment,Entire home/apt,4,,1,1,Real Bed
1380,Apartment,Entire home/apt,3,1.5,1,2,Real Bed
1381,Apartment,Entire home/apt,3,1,1,1,Real Bed
1382,Apartment,Entire home/apt,2,1,1,1,Real Bed
1383,Apartment,Entire home/apt,4,1,0,2,Real Bed
1384,Apartment,Entire home/apt,4,1,0,2,Real Bed
1385,Condominium,Entire home/apt,4,1,1,2,Real Bed
1386,Condominium,Entire home/apt,5,1.5,2,2,Real Bed
1387,Apartment,Entire home/apt,2,1,1,1,Real Bed
1388,Apartment,Entire home/apt,3,1,1,1,Real Bed
1389,Apartment,Entire home/apt,2,1,0,2,Real Bed
1390,Apartment,Entire home/apt,7,2,3,3,Real Bed
1391,Apartment,Entire home/apt,2,1,1,1,Real Bed
1392,Apartment,Entire home/apt,6,2,2,4,Real Bed
1393,Apartment,Entire home/apt,2,1,0,1,Real Bed
1394,Loft,Entire home/apt,4,1,0,2,Real Bed
1395,Apartment,Entire home/apt,2,1,0,1,Real Bed
1396,Apartment,Entire home/apt,6,2,2,3,Real Bed
1397,Condominium,Entire home/apt,2,0.5,0,1,Real Bed
1398,Apartment,Entire home/apt,3,1,1,1,Real Bed
1399,Apartment,Entire home/apt,2,1,1,1,Real Bed
1400,Apartment,Private room,2,1,1,1,Real Bed
1401,Apartment,Entire home/apt,3,1,1,1,Real Bed
1402,Apartment,Entire home/apt,3,1,1,2,Real Bed
1403,Apartment,Entire home/apt,6,1,2,3,Real Bed
1404,Apartment,Entire home/apt,6,2,2,3,Real Bed
1405,Apartment,Entire home/apt,3,1,1,1,Real Bed
1406,Apartment,Shared room,1,1,1,1,Real Bed
1407,Apartment,Entire home/apt,5,1,2,4,Real Bed
1408,Apartment,Private room,2,1,1,1,Real Bed
1409,Apartment,Private room,1,1,1,1,Real Bed
1410,Condominium,Entire home/apt,6,1,2,2,Real Bed
1411,Apartment,Entire home/apt,2,1,1,1,Real Bed
1412,Condominium,Entire home/apt,5,1,1,3,Real Bed
1413,Apartment,Entire home/apt,2,1,0,1,Real Bed
1414,Apartment,Entire home/apt,4,1,0,2,Real Bed
1415,Apartment,Shared room,4,1,1,2,Real Bed
1416,Apartment,Entire home/apt,3,1,1,1,Real Bed
1417,Apartment,Entire home/apt,2,1,0,1,Real Bed
1418,Apartment,Entire home/apt,3,1,1,2,Real Bed
1419,Apartment,Entire home/apt,3,1,1,1,Real Bed
1420,Apartment,Entire home/apt,2,1,1,1,Real Bed
1421,Apartment,Entire home/apt,4,1,1,2,Real Bed
1422,Condominium,Entire home/apt,6,1,1,3,Real Bed
1423,Apartment,Entire home/apt,2,1,0,1,Real Bed
1424,Apartment,Entire home/apt,6,2,2,2,Real Bed
1425,Apartment,Entire home/apt,2,1,1,1,Real Bed
1426,Apartment,Entire home/apt,4,1,1,2,Real Bed
1427,Apartment,Entire home/apt,6,1,2,3,Real Bed
1428,Apartment,Entire home/apt,2,1,1,1,Real Bed
1429,Apartment,Entire home/apt,4,1,1,2,Real Bed
1430,Apartment,Entire home/apt,2,1,,1,Real Bed
1431,Apartment,Private room,2,1.5,1,1,Real Bed
1432,Condominium,Entire home/apt,2,1,1,1,Real Bed
1433,Apartment,Entire home/apt,4,1,1,1,Real Bed
1434,Apartment,Shared room,2,1,1,1,Real Bed
1435,Apartment,Private room,1,1,1,1,Futon
1436,Apartment,Entire home/apt,2,1,0,1,Real Bed
1437,Apartment,Entire home/apt,4,1,1,1,Real Bed
1438,Apartment,Entire home/apt,3,1,1,2,Real Bed
1439,Apartment,Entire home/apt,2,1,0,1,Real Bed
1440,Apartment,Entire home/apt,3,1,1,1,Real Bed
1441,Apartment,Entire home/apt,2,1,0,1,Real Bed
1442,Loft,Private room,2,1.5,1,1,Real Bed
1443,Apartment,Private room,2,1,1,1,Real Bed
1444,Apartment,Private room,2,1,1,1,Real Bed
1445,Other,Shared room,1,2,1,1,Real Bed
1446,Other,Shared room,1,2,1,1,Real Bed
1447,Apartment,Private room,2,0,1,1,Real Bed
1448,Loft,Private room,2,1.5,1,1,Real Bed
1449,Apartment,Entire home/apt,2,1,1,1,Real Bed
1450,Apartment,Entire home/apt,4,2,2,2,Real Bed
1451,Apartment,Private room,2,1,1,1,Real Bed
1452,Apartment,Entire home/apt,2,1,1,1,Real Bed
1453,Apartment,Entire home/apt,2,1,0,2,Real Bed
1454,Apartment,Entire home/apt,5,1,2,2,Real Bed
1455,Apartment,Entire home/apt,4,2,2,2,Real Bed
1456,Apartment,Entire home/apt,4,2,2,2,Real Bed
1457,Apartment,Entire home/apt,2,1,0,1,Real Bed
1458,Apartment,Entire home/apt,3,1,1,1,Real Bed
1459,Apartment,Entire home/apt,6,1,2,2,Real Bed
1460,Apartment,Entire home/apt,4,1,1,2,Real Bed
1461,Apartment,Entire home/apt,5,1,2,2,Real Bed
1462,Condominium,Entire home/apt,4,1,1,2,Real Bed
1463,Apartment,Entire home/apt,4,1,1,1,Real Bed
1464,Apartment,Entire home/apt,3,1,1,2,Real Bed
1465,Apartment,Entire home/apt,6,1,1,2,Real Bed
1466,Apartment,Entire home/apt,6,2,2,3,Real Bed
1467,Apartment,Entire home/apt,3,1,1,1,Real Bed
1468,Apartment,Entire home/apt,5,1,1,3,Real Bed
1469,Apartment,Entire home/apt,3,1,1,1,Real Bed
1470,Apartment,Entire home/apt,3,1,1,1,Real Bed
1471,Apartment,Entire home/apt,4,1,1,1,Real Bed
1472,Apartment,Entire home/apt,4,1,2,3,Real Bed
1473,Apartment,Entire home/apt,4,1,1,2,Real Bed
1474,Apartment,Private room,2,1,1,1,Pull-out Sofa
1475,Apartment,Entire home/apt,2,1,1,1,Real Bed
1476,Apartment,Entire home/apt,4,1,1,1,Real Bed
1477,Apartment,Entire home/apt,1,1,1,1,Real Bed
1478,Condominium,Entire home/apt,4,1,1,1,Real Bed
1479,Apartment,Entire home/apt,3,1,1,1,Real Bed
1480,Apartment,Entire home/apt,2,1,0,1,Real Bed
1481,Apartment,Entire home/apt,3,1,1,1,Real Bed
1482,Apartment,Entire home/apt,5,2,2,2,Real Bed
1483,Apartment,Entire home/apt,3,1,1,1,Real Bed
1484,Apartment,Entire home/apt,3,1.5,1,1,Real Bed
1485,Apartment,Entire home/apt,5,2,2,2,Real Bed
1486,Apartment,Entire home/apt,2,1,1,1,Real Bed
1487,Apartment,Entire home/apt,5,2,2,2,Real Bed
1488,Apartment,Entire home/apt,6,2,2,3,Pull-out Sofa
1489,Apartment,Entire home/apt,6,2,2,3,Real Bed
1490,Apartment,Entire home/apt,6,2,2,3,Real Bed
1491,Apartment,Entire home/apt,4,1,1,2,Real Bed
1492,Apartment,Entire home/apt,6,2,2,3,Real Bed
1493,Apartment,Entire home/apt,6,1,,1,Real Bed
1494,Other,Entire home/apt,4,1,,2,Real Bed
1495,Apartment,Private room,2,1,1,1,Real Bed
1496,Apartment,Private room,6,2,1,3,Real Bed
1497,Apartment,Shared room,2,1,1,2,Real Bed
1498,Apartment,Private room,4,1,1,2,Real Bed
1499,Apartment,Entire home/apt,4,1,1,1,Real Bed
1500,Apartment,Entire home/apt,4,1,1,1,Real Bed
1501,Apartment,Entire home/apt,5,2,2,2,Real Bed
1502,Apartment,Entire home/apt,6,2,2,3,Real Bed
1503,Apartment,Entire home/apt,4,1,1,2,Real Bed
1504,Apartment,Entire home/apt,2,1,1,1,Real Bed
1505,Apartment,Entire home/apt,4,1,1,3,Real Bed
1506,Apartment,Entire home/apt,4,1,1,1,Real Bed
1507,Apartment,Entire home/apt,1,1,1,1,Real Bed
1508,Apartment,Entire home/apt,5,2,2,2,Real Bed
1509,Other,Entire home/apt,2,1,0,1,Real Bed
1510,Apartment,Entire home/apt,3,1,1,1,Real Bed
1511,Apartment,Entire home/apt,3,1,1,1,Real Bed
1512,Apartment,Entire home/apt,4,1,1,3,Real Bed
1513,Apartment,Entire home/apt,6,2,2,4,Real Bed
1514,Apartment,Entire home/apt,2,1,0,1,Real Bed
1515,Apartment,Entire home/apt,6,2,2,4,Real Bed
1516,Condominium,Entire home/apt,3,1,1,2,Real Bed
1517,Apartment,Entire home/apt,4,1,1,2,Pull-out Sofa
1518,Apartment,Entire home/apt,5,1,1,3,Real Bed
1519,Apartment,Entire home/apt,4,1,1,3,Real Bed
1520,Apartment,Entire home/apt,3,1,1,1,Real Bed
1521,Apartment,Entire home/apt,5,2,2,2,Real Bed
1522,Other,Entire home/apt,4,1,1,2,Real Bed
1523,Apartment,Entire home/apt,2,1,1,1,Real Bed
1524,Apartment,Entire home/apt,4,1,1,2,Real Bed
